id,poi,category,nmprov,kdprov,nmkab,kdkab,h3_10
p008,Monumen Nasional,tourist attraction,DKI JAKARTA,31,JAKARTA PUSAT,73,8a8c1079b84ffff
p008,Monumen Nasional,tourist attraction,DKI JAKARTA,31,JAKARTA PUSAT,73,8a8c107994c7fff
p008,Monumen Nasional,tourist attraction,DKI JAKARTA,31,JAKARTA PUSAT,73,8a8c107994affff
p008,Monumen Nasional,tourist attraction,DKI JAKARTA,31,JAKARTA PUSAT,73,8a8c10799437fff
p008,Monumen Nasional,tourist attraction,DKI JAKARTA,31,JAKARTA PUSAT,73,8a8c1079b86ffff
p008,Monumen Nasional,tourist attraction,DKI JAKARTA,31,JAKARTA PUSAT,73,8a8c10799407fff
p008,Monumen Nasional,tourist attraction,DKI JAKARTA,31,JAKARTA PUSAT,73,8a8c1079bb9ffff
p008,Monumen Nasional,tourist attraction,DKI JAKARTA,31,JAKARTA PUSAT,73,8a8c1079b96ffff
p008,Monumen Nasional,tourist attraction,DKI JAKARTA,31,JAKARTA PUSAT,73,8a8c10799587fff
p008,Monumen Nasional,tourist attraction,DKI JAKARTA,31,JAKARTA PUSAT,73,8a8c1079bb8ffff
p008,Monumen Nasional,tourist attraction,DKI JAKARTA,31,JAKARTA PUSAT,73,8a8c1079b8cffff
p008,Monumen Nasional,tourist attraction,DKI JAKARTA,31,JAKARTA PUSAT,73,8a8c1079b82ffff
p008,Monumen Nasional,tourist attraction,DKI JAKARTA,31,JAKARTA PUSAT,73,8a8c107995b7fff
p008,Monumen Nasional,tourist attraction,DKI JAKARTA,31,JAKARTA PUSAT,73,8a8c1079bb77fff
p008,Monumen Nasional,tourist attraction,DKI JAKARTA,31,JAKARTA PUSAT,73,8a8c1079b8c7fff
p008,Monumen Nasional,tourist attraction,DKI JAKARTA,31,JAKARTA PUSAT,73,8a8c1079b80ffff
p008,Monumen Nasional,tourist attraction,DKI JAKARTA,31,JAKARTA PUSAT,73,8a8c1079b8e7fff
p008,Monumen Nasional,tourist attraction,DKI JAKARTA,31,JAKARTA PUSAT,73,8a8c1079ba27fff
p008,Monumen Nasional,tourist attraction,DKI JAKARTA,31,JAKARTA PUSAT,73,8a8c1079940ffff
p008,Monumen Nasional,tourist attraction,DKI JAKARTA,31,JAKARTA PUSAT,73,8a8c10799457fff
p008,Monumen Nasional,tourist attraction,DKI JAKARTA,31,JAKARTA PUSAT,73,8a8c1079baa7fff
p008,Monumen Nasional,tourist attraction,DKI JAKARTA,31,JAKARTA PUSAT,73,8a8c107994cffff
p008,Monumen Nasional,tourist attraction,DKI JAKARTA,31,JAKARTA PUSAT,73,8a8c1079b947fff
p008,Monumen Nasional,tourist attraction,DKI JAKARTA,31,JAKARTA PUSAT,73,8a8c1079b967fff
p008,Monumen Nasional,tourist attraction,DKI JAKARTA,31,JAKARTA PUSAT,73,8a8c1079baaffff
p008,Monumen Nasional,tourist attraction,DKI JAKARTA,31,JAKARTA PUSAT,73,8a8c1079bb57fff
p009,Pantjoran Chinatown PIK,cultural tourism,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c1069c34ffff
p009,Pantjoran Chinatown PIK,cultural tourism,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c1069c38ffff
p009,Pantjoran Chinatown PIK,cultural tourism,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c1069c28ffff
p009,Pantjoran Chinatown PIK,cultural tourism,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c1069c3affff
p009,Pantjoran Chinatown PIK,cultural tourism,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c1069c31ffff
p009,Pantjoran Chinatown PIK,cultural tourism,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c1069dca7fff
p009,Pantjoran Chinatown PIK,cultural tourism,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c1069c2a7fff
p009,Pantjoran Chinatown PIK,cultural tourism,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c1069c35ffff
p009,Pantjoran Chinatown PIK,cultural tourism,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c1069c227fff
p009,Pantjoran Chinatown PIK,cultural tourism,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c1069c317fff
p009,Pantjoran Chinatown PIK,cultural tourism,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c1069c21ffff
p009,Pantjoran Chinatown PIK,cultural tourism,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c1069c3a7fff
p009,Pantjoran Chinatown PIK,cultural tourism,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c1069c20ffff
p009,Pantjoran Chinatown PIK,cultural tourism,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c1069c2e7fff
p009,Pantjoran Chinatown PIK,cultural tourism,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c1069c2affff
p009,Pantjoran Chinatown PIK,cultural tourism,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c1069dc17fff
p009,Pantjoran Chinatown PIK,cultural tourism,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c1069c207fff
p009,Pantjoran Chinatown PIK,cultural tourism,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c1069c237fff
p009,Pantjoran Chinatown PIK,cultural tourism,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c1069c277fff
p009,Pantjoran Chinatown PIK,cultural tourism,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c1069dc87fff
p009,Pantjoran Chinatown PIK,cultural tourism,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c1069c267fff
p009,Pantjoran Chinatown PIK,cultural tourism,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c1069dcb7fff
p009,Pantjoran Chinatown PIK,cultural tourism,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c1069c217fff
p009,Pantjoran Chinatown PIK,cultural tourism,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c1069c22ffff
p009,Pantjoran Chinatown PIK,cultural tourism,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c1069c387fff
p009,Pantjoran Chinatown PIK,cultural tourism,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c1069c2f7fff
p009,Pantjoran Chinatown PIK,cultural tourism,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c1069dd8ffff
p009,Pantjoran Chinatown PIK,cultural tourism,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c1069dc97fff
p009,Pantjoran Chinatown PIK,cultural tourism,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c1069dd9ffff
p009,Pantjoran Chinatown PIK,cultural tourism,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c1069c36ffff
p010,Setu Babakan,cultural tourism,DKI JAKARTA,31,JAKARTA SELATAN,71,8a8c1071cd5ffff
p010,Setu Babakan,cultural tourism,DKI JAKARTA,31,JAKARTA SELATAN,71,8a8c10711237fff
p010,Setu Babakan,cultural tourism,DKI JAKARTA,31,JAKARTA SELATAN,71,8a8c1071135ffff
p010,Setu Babakan,cultural tourism,DKI JAKARTA,31,JAKARTA SELATAN,71,8a8c10711267fff
p010,Setu Babakan,cultural tourism,DKI JAKARTA,31,JAKARTA SELATAN,71,8a8c1071cc97fff
p010,Setu Babakan,cultural tourism,DKI JAKARTA,31,JAKARTA SELATAN,71,8a8c1071cd4ffff
p010,Setu Babakan,cultural tourism,DKI JAKARTA,31,JAKARTA SELATAN,71,8a8c1071cc0ffff
p010,Setu Babakan,cultural tourism,DKI JAKARTA,31,JAKARTA SELATAN,71,8a8c1071cc67fff
p010,Setu Babakan,cultural tourism,DKI JAKARTA,31,JAKARTA SELATAN,71,8a8c10711357fff
p010,Setu Babakan,cultural tourism,DKI JAKARTA,31,JAKARTA SELATAN,71,8a8c1071cc9ffff
p010,Setu Babakan,cultural tourism,DKI JAKARTA,31,JAKARTA SELATAN,71,8a8c1071cc87fff
p010,Setu Babakan,cultural tourism,DKI JAKARTA,31,JAKARTA SELATAN,71,8a8c1071ccf7fff
p010,Setu Babakan,cultural tourism,DKI JAKARTA,31,JAKARTA SELATAN,71,8a8c1071cc07fff
p010,Setu Babakan,cultural tourism,DKI JAKARTA,31,JAKARTA SELATAN,71,8a8c1071126ffff
p010,Setu Babakan,cultural tourism,DKI JAKARTA,31,JAKARTA SELATAN,71,8a8c1071c89ffff
p010,Setu Babakan,cultural tourism,DKI JAKARTA,31,JAKARTA SELATAN,71,8a8c1071cca7fff
p010,Setu Babakan,cultural tourism,DKI JAKARTA,31,JAKARTA SELATAN,71,8a8c1071122ffff
p010,Setu Babakan,cultural tourism,DKI JAKARTA,31,JAKARTA SELATAN,71,8a8c10711227fff
p010,Setu Babakan,cultural tourism,DKI JAKARTA,31,JAKARTA SELATAN,71,8a8c1071cc17fff
p010,Setu Babakan,cultural tourism,DKI JAKARTA,31,JAKARTA SELATAN,71,8a8c1071cc1ffff
p010,Setu Babakan,cultural tourism,DKI JAKARTA,31,JAKARTA SELATAN,71,8a8c107112e7fff
p010,Setu Babakan,cultural tourism,DKI JAKARTA,31,JAKARTA SELATAN,71,8a8c10711207fff
p010,Setu Babakan,cultural tourism,DKI JAKARTA,31,JAKARTA SELATAN,71,8a8c1071ccaffff
p010,Setu Babakan,cultural tourism,DKI JAKARTA,31,JAKARTA SELATAN,71,8a8c1071134ffff
p010,Setu Babakan,cultural tourism,DKI JAKARTA,31,JAKARTA SELATAN,71,8a8c1071cc2ffff
p010,Setu Babakan,cultural tourism,DKI JAKARTA,31,JAKARTA SELATAN,71,8a8c1071c897fff
p010,Setu Babakan,cultural tourism,DKI JAKARTA,31,JAKARTA SELATAN,71,8a8c1071cc77fff
p010,Setu Babakan,cultural tourism,DKI JAKARTA,31,JAKARTA SELATAN,71,8a8c1071130ffff
p010,Setu Babakan,cultural tourism,DKI JAKARTA,31,JAKARTA SELATAN,71,8a8c1071ccb7fff
p010,Setu Babakan,cultural tourism,DKI JAKARTA,31,JAKARTA SELATAN,71,8a8c1071c887fff
p010,Setu Babakan,cultural tourism,DKI JAKARTA,31,JAKARTA SELATAN,71,8a8c1071cc6ffff
p010,Setu Babakan,cultural tourism,DKI JAKARTA,31,JAKARTA SELATAN,71,8a8c1071120ffff
p010,Setu Babakan,cultural tourism,DKI JAKARTA,31,JAKARTA SELATAN,71,8a8c1071121ffff
p010,Setu Babakan,cultural tourism,DKI JAKARTA,31,JAKARTA SELATAN,71,8a8c10711217fff
p010,Setu Babakan,cultural tourism,DKI JAKARTA,31,JAKARTA SELATAN,71,8a8c107112f7fff
p010,Setu Babakan,cultural tourism,DKI JAKARTA,31,JAKARTA SELATAN,71,8a8c1071cce7fff
p010,Setu Babakan,cultural tourism,DKI JAKARTA,31,JAKARTA SELATAN,71,8a8c10711347fff
p010,Setu Babakan,cultural tourism,DKI JAKARTA,31,JAKARTA SELATAN,71,8a8c1071136ffff
p010,Setu Babakan,cultural tourism,DKI JAKARTA,31,JAKARTA SELATAN,71,8a8c1071cd47fff
p010,Setu Babakan,cultural tourism,DKI JAKARTA,31,JAKARTA SELATAN,71,8a8c1071cc8ffff
p010,Setu Babakan,cultural tourism,DKI JAKARTA,31,JAKARTA SELATAN,71,8a8c1071131ffff
p010,Setu Babakan,cultural tourism,DKI JAKARTA,31,JAKARTA SELATAN,71,8a8c1071c88ffff
p010,Setu Babakan,cultural tourism,DKI JAKARTA,31,JAKARTA SELATAN,71,8a8c1071cd8ffff
p010,Setu Babakan,cultural tourism,DKI JAKARTA,31,JAKARTA SELATAN,71,8a8c1071cd9ffff
p011,Taman Impian Jaya Ancol,tourist attraction,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c106b615ffff
p011,Taman Impian Jaya Ancol,tourist attraction,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c106b6a87fff
p011,Taman Impian Jaya Ancol,tourist attraction,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c106b6acffff
p011,Taman Impian Jaya Ancol,tourist attraction,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c106b639ffff
p011,Taman Impian Jaya Ancol,tourist attraction,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c12b6b237fff
p011,Taman Impian Jaya Ancol,tourist attraction,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c106b62effff
p011,Taman Impian Jaya Ancol,tourist attraction,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c106b0d97fff
p011,Taman Impian Jaya Ancol,tourist attraction,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c106b614ffff
p011,Taman Impian Jaya Ancol,tourist attraction,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c106b6237fff
p011,Taman Impian Jaya Ancol,tourist attraction,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c106b638ffff
p011,Taman Impian Jaya Ancol,tourist attraction,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c12b6b057fff
p011,Taman Impian Jaya Ancol,tourist attraction,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c106b62a7fff
p011,Taman Impian Jaya Ancol,tourist attraction,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c106b60cffff
p011,Taman Impian Jaya Ancol,tourist attraction,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c106b6177fff
p011,Taman Impian Jaya Ancol,tourist attraction,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c106b6577fff
p011,Taman Impian Jaya Ancol,tourist attraction,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c106b60f7fff
p011,Taman Impian Jaya Ancol,tourist attraction,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c12b6b00ffff
p011,Taman Impian Jaya Ancol,tourist attraction,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c106b62f7fff
p011,Taman Impian Jaya Ancol,tourist attraction,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c106b6147fff
p011,Taman Impian Jaya Ancol,tourist attraction,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c106b602ffff
p011,Taman Impian Jaya Ancol,tourist attraction,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c106b612ffff
p011,Taman Impian Jaya Ancol,tourist attraction,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c106b6327fff
p011,Taman Impian Jaya Ancol,tourist attraction,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c106b6157fff
p011,Taman Impian Jaya Ancol,tourist attraction,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c106b636ffff
p011,Taman Impian Jaya Ancol,tourist attraction,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c106b600ffff
p011,Taman Impian Jaya Ancol,tourist attraction,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c106b6007fff
p011,Taman Impian Jaya Ancol,tourist attraction,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c106b631ffff
p011,Taman Impian Jaya Ancol,tourist attraction,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c106b6cd7fff
p011,Taman Impian Jaya Ancol,tourist attraction,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c106b635ffff
p011,Taman Impian Jaya Ancol,tourist attraction,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c106b60c7fff
p011,Taman Impian Jaya Ancol,tourist attraction,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c106b6ac7fff
p011,Taman Impian Jaya Ancol,tourist attraction,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c12b6b0e7fff
p011,Taman Impian Jaya Ancol,tourist attraction,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c106b6227fff
p011,Taman Impian Jaya Ancol,tourist attraction,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c106b6ad7fff
p011,Taman Impian Jaya Ancol,tourist attraction,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c106b62e7fff
p011,Taman Impian Jaya Ancol,tourist attraction,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c106b63a7fff
p011,Taman Impian Jaya Ancol,tourist attraction,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c106b6357fff
p011,Taman Impian Jaya Ancol,tourist attraction,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c106b62dffff
p011,Taman Impian Jaya Ancol,tourist attraction,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c106b6397fff
p011,Taman Impian Jaya Ancol,tourist attraction,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c106b62c7fff
p011,Taman Impian Jaya Ancol,tourist attraction,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c106b6307fff
p011,Taman Impian Jaya Ancol,tourist attraction,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c106b616ffff
p011,Taman Impian Jaya Ancol,tourist attraction,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c106b6137fff
p011,Taman Impian Jaya Ancol,tourist attraction,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c106b63b7fff
p011,Taman Impian Jaya Ancol,tourist attraction,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c106b6207fff
p011,Taman Impian Jaya Ancol,tourist attraction,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c106b6257fff
p011,Taman Impian Jaya Ancol,tourist attraction,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c106b605ffff
p011,Taman Impian Jaya Ancol,tourist attraction,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c106b6077fff
p011,Taman Impian Jaya Ancol,tourist attraction,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c106b0db7fff
p011,Taman Impian Jaya Ancol,tourist attraction,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c106b601ffff
p011,Taman Impian Jaya Ancol,tourist attraction,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c106b6037fff
p011,Taman Impian Jaya Ancol,tourist attraction,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c106b6567fff
p011,Taman Impian Jaya Ancol,tourist attraction,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c106b619ffff
p011,Taman Impian Jaya Ancol,tourist attraction,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c106b6057fff
p011,Taman Impian Jaya Ancol,tourist attraction,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c106b632ffff
p011,Taman Impian Jaya Ancol,tourist attraction,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c106b6a8ffff
p011,Taman Impian Jaya Ancol,tourist attraction,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c106b2977fff
p011,Taman Impian Jaya Ancol,tourist attraction,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c106b634ffff
p011,Taman Impian Jaya Ancol,tourist attraction,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c106b6277fff
p011,Taman Impian Jaya Ancol,tourist attraction,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c106b60e7fff
p011,Taman Impian Jaya Ancol,tourist attraction,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c12b6b3a7fff
p011,Taman Impian Jaya Ancol,tourist attraction,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c106b620ffff
p011,Taman Impian Jaya Ancol,tourist attraction,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c12b6b0cffff
p011,Taman Impian Jaya Ancol,tourist attraction,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c106b2967fff
p011,Taman Impian Jaya Ancol,tourist attraction,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c12b6b277fff
p011,Taman Impian Jaya Ancol,tourist attraction,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c106b60affff
p011,Taman Impian Jaya Ancol,tourist attraction,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c106b61a7fff
p011,Taman Impian Jaya Ancol,tourist attraction,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c12b6b0c7fff
p011,Taman Impian Jaya Ancol,tourist attraction,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c12b6b30ffff
p011,Taman Impian Jaya Ancol,tourist attraction,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c106b6347fff
p011,Taman Impian Jaya Ancol,tourist attraction,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c106b6377fff
p011,Taman Impian Jaya Ancol,tourist attraction,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c106b0d9ffff
p011,Taman Impian Jaya Ancol,tourist attraction,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c12b6b38ffff
p011,Taman Impian Jaya Ancol,tourist attraction,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c12b6b0effff
p011,Taman Impian Jaya Ancol,tourist attraction,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c106b611ffff
p011,Taman Impian Jaya Ancol,tourist attraction,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c106b61b7fff
p011,Taman Impian Jaya Ancol,tourist attraction,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c106b6adffff
p011,Taman Impian Jaya Ancol,tourist attraction,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c106b652ffff
p011,Taman Impian Jaya Ancol,tourist attraction,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c12b6b387fff
p011,Taman Impian Jaya Ancol,tourist attraction,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c106b62cffff
p011,Taman Impian Jaya Ancol,tourist attraction,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c12b6b22ffff
p011,Taman Impian Jaya Ancol,tourist attraction,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c12b6b3b7fff
p011,Taman Impian Jaya Ancol,tourist attraction,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c106b6c4ffff
p011,Taman Impian Jaya Ancol,tourist attraction,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c106b6527fff
p011,Taman Impian Jaya Ancol,tourist attraction,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c106b60a7fff
p011,Taman Impian Jaya Ancol,tourist attraction,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c106b6af7fff
p011,Taman Impian Jaya Ancol,tourist attraction,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c12b6b3affff
p011,Taman Impian Jaya Ancol,tourist attraction,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c12b6b317fff
p011,Taman Impian Jaya Ancol,tourist attraction,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c106b6027fff
p011,Taman Impian Jaya Ancol,tourist attraction,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c106b610ffff
p011,Taman Impian Jaya Ancol,tourist attraction,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c12b6b35ffff
p011,Taman Impian Jaya Ancol,tourist attraction,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c106b656ffff
p011,Taman Impian Jaya Ancol,tourist attraction,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c106b6547fff
p011,Taman Impian Jaya Ancol,tourist attraction,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c12b6b357fff
p011,Taman Impian Jaya Ancol,tourist attraction,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c106b6167fff
p011,Taman Impian Jaya Ancol,tourist attraction,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c106b60effff
p011,Taman Impian Jaya Ancol,tourist attraction,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c106b622ffff
p011,Taman Impian Jaya Ancol,tourist attraction,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c106b6017fff
p011,Taman Impian Jaya Ancol,tourist attraction,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c106b0d87fff
p011,Taman Impian Jaya Ancol,tourist attraction,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c12b6b05ffff
p011,Taman Impian Jaya Ancol,tourist attraction,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c106b608ffff
p011,Taman Impian Jaya Ancol,tourist attraction,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c106b6127fff
p011,Taman Impian Jaya Ancol,tourist attraction,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c106b6117fff
p011,Taman Impian Jaya Ancol,tourist attraction,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c12b6b04ffff
p011,Taman Impian Jaya Ancol,tourist attraction,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c106b6aa7fff
p011,Taman Impian Jaya Ancol,tourist attraction,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c106b6387fff
p011,Taman Impian Jaya Ancol,tourist attraction,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c12b6b26ffff
p011,Taman Impian Jaya Ancol,tourist attraction,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c106b6a9ffff
p011,Taman Impian Jaya Ancol,tourist attraction,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c12b6b15ffff
p011,Taman Impian Jaya Ancol,tourist attraction,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c106b606ffff
p011,Taman Impian Jaya Ancol,tourist attraction,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c106b6cdffff
p011,Taman Impian Jaya Ancol,tourist attraction,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c106b6317fff
p011,Taman Impian Jaya Ancol,tourist attraction,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c12b6b227fff
p011,Taman Impian Jaya Ancol,tourist attraction,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c106b6087fff
p011,Taman Impian Jaya Ancol,tourist attraction,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c12b6b207fff
p011,Taman Impian Jaya Ancol,tourist attraction,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c106b6767fff
p011,Taman Impian Jaya Ancol,tourist attraction,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c106b6ab7fff
p011,Taman Impian Jaya Ancol,tourist attraction,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c106b62d7fff
p011,Taman Impian Jaya Ancol,tourist attraction,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c106b6aaffff
p011,Taman Impian Jaya Ancol,tourist attraction,DKI JAKARTA,31,JAKARTA UTARA,75,8a8c12b6b247fff
